"lat","lon","year","month","fleet","catch","hooks"
5,-125,2009,1,"BLZ",4,30600
5,-120,2009,1,"BLZ",2,39000
10,-120,2009,1,"BLZ",59,58000
0,-115,2009,1,"BLZ",0,22900
5,-115,2009,1,"BLZ",28,37050
10,-115,2009,1,"BLZ",24,57000
5,-110,2009,1,"BLZ",9,24300
10,-110,2009,1,"BLZ",12,28500
0,-105,2009,1,"BLZ",190,122400
5,-105,2009,1,"BLZ",221,45000
10,-105,2009,1,"BLZ",3,4500
0,-90,2009,1,"BLZ",0,5400
10,-125,2010,1,"BLZ",43,43200
10,-120,2010,1,"BLZ",30,30000
5,-115,2010,1,"BLZ",43,52500
10,-115,2010,1,"BLZ",25,51000
5,-110,2010,1,"BLZ",43,39142
0,-105,2010,1,"BLZ",35,24000
5,-105,2010,1,"BLZ",43,72000
10,-105,2010,1,"BLZ",14,74400
5,-90,2010,1,"BLZ",13,24750
10,-90,2010,1,"BLZ",0,4608
5,-115,2011,1,"BLZ",46,18000
0,-110,2011,1,"BLZ",46,9000
0,-105,2011,1,"BLZ",91,21000
5,-105,2011,1,"BLZ",74,42900
10,-105,2011,1,"BLZ",41,56700
5,-100,2011,1,"BLZ",26,16500
10,-100,2011,1,"BLZ",12,31950
0,-95,2011,1,"BLZ",35,15000
5,-95,2011,1,"BLZ",0,6000
0,-90,2011,1,"BLZ",14,7200
5,-90,2011,1,"BLZ",87,21900
10,-90,2011,1,"BLZ",61,17100
0,-115,2012,1,"BLZ",112,86850
0,-110,2012,1,"BLZ",356,181500
5,-110,2012,1,"BLZ",69,52500
0,-105,2012,1,"BLZ",668,157800
10,-105,2012,1,"BLZ",0,18000
-5,-95,2012,1,"BLZ",89,18000
0,-90,2012,1,"BLZ",34,28800
5,-90,2012,1,"BLZ",85,85500
5,-115,2013,1,"BLZ",0,45000
10,-115,2013,1,"BLZ",0,2400
0,-110,2013,1,"BLZ",152,63450
5,-110,2013,1,"BLZ",44,101100
10,-110,2013,1,"BLZ",24,25500
0,-105,2013,1,"BLZ",304,179100
5,-105,2013,1,"BLZ",172,104700
-25,-100,2013,1,"BLZ",581,30800
5,-100,2013,1,"BLZ",250,46500
5,-90,2013,1,"BLZ",0,7500
10,-90,2013,1,"BLZ",0,25200
10,-110,2014,1,"BLZ",263,604650
0,-110,2015,1,"BLZ",2,1e+05
5,-110,2015,1,"BLZ",155,127050
10,-110,2016,1,"BLZ",697,214560
5,-110,2017,1,"BLZ",9,33600
10,-110,2017,1,"BLZ",77,103200
10,-105,2017,1,"BLZ",0,25200
0,-110,2020,1,"BLZ",295,25200
5,-125,2009,2,"BLZ",5,34200
5,-120,2009,2,"BLZ",17,25500
10,-120,2009,2,"BLZ",30,28800
10,-115,2009,2,"BLZ",25,35500
0,-110,2009,2,"BLZ",15,39000
10,-110,2009,2,"BLZ",16,18000
0,-105,2009,2,"BLZ",22,75600
5,-105,2009,2,"BLZ",8,15000
10,-105,2009,2,"BLZ",15,77400
5,-100,2009,2,"BLZ",12,1500
10,-100,2009,2,"BLZ",2,15000
10,-90,2009,2,"BLZ",0,16500
5,-85,2009,2,"BLZ",50,8000
5,-120,2010,2,"BLZ",49,91500
5,-115,2010,2,"BLZ",22,27000
10,-115,2010,2,"BLZ",11,25500
5,-110,2010,2,"BLZ",16,17550
0,-105,2010,2,"BLZ",35,22500
10,-105,2010,2,"BLZ",55,35650
5,-95,2010,2,"BLZ",20,24000
10,-95,2010,2,"BLZ",52,48900
5,-90,2010,2,"BLZ",9,14850
10,-90,2010,2,"BLZ",37,22950
5,-85,2010,2,"BLZ",24,14850
10,-85,2010,2,"BLZ",17,28500
10,-115,2011,2,"BLZ",13,24000
0,-110,2011,2,"BLZ",86,39600
5,-110,2011,2,"BLZ",80,41400
0,-105,2011,2,"BLZ",179,110400
5,-105,2011,2,"BLZ",15,4500
10,-105,2011,2,"BLZ",17,40150
5,-100,2011,2,"BLZ",9,3000
5,-95,2011,2,"BLZ",31,10800
10,-95,2011,2,"BLZ",61,12150
0,-90,2011,2,"BLZ",37,15900
5,-90,2011,2,"BLZ",20,9000
10,-90,2011,2,"BLZ",25,3000
5,-120,2012,2,"BLZ",98,40500
0,-115,2012,2,"BLZ",263,61500
5,-115,2012,2,"BLZ",73,37500
10,-115,2012,2,"BLZ",87,92250
-5,-110,2012,2,"BLZ",82,25500
0,-110,2012,2,"BLZ",128,117150
0,-105,2012,2,"BLZ",158,76500
5,-105,2012,2,"BLZ",206,134400
10,-105,2012,2,"BLZ",120,48600
10,-90,2012,2,"BLZ",28,76500
-5,-150,2013,2,"BLZ",50,2400
10,-120,2013,2,"BLZ",24,18000
5,-115,2013,2,"BLZ",27,169800
10,-115,2013,2,"BLZ",34,42000
0,-110,2013,2,"BLZ",200,65250
0,-105,2013,2,"BLZ",0,92400
5,-105,2013,2,"BLZ",229,294000
5,-100,2013,2,"BLZ",117,25500
15,-100,2013,2,"BLZ",0,13200
10,-95,2013,2,"BLZ",0,14400
-15,-85,2013,2,"BLZ",698,13200
10,-120,2014,2,"BLZ",274,42000
0,-115,2014,2,"BLZ",18,42000
5,-115,2014,2,"BLZ",3,50400
5,-110,2014,2,"BLZ",210,317400
5,-110,2015,2,"BLZ",262,120750
10,-110,2015,2,"BLZ",1,23100
10,-110,2016,2,"BLZ",106,64800
10,-105,2016,2,"BLZ",202,52800
10,-110,2017,2,"BLZ",336,87600
10,-105,2017,2,"BLZ",7,16800
0,-120,2009,3,"BLZ",0,3200
5,-115,2009,3,"BLZ",9,60600
10,-115,2009,3,"BLZ",13,32100
15,-115,2009,3,"BLZ",9,30600
15,-110,2009,3,"BLZ",2,25500
0,-105,2009,3,"BLZ",9,30600
5,-105,2009,3,"BLZ",11,27000
10,-105,2009,3,"BLZ",3,25900
15,-100,2009,3,"BLZ",12,30600
-15,-95,2009,3,"BLZ",11,16800
5,-95,2009,3,"BLZ",5,14600
10,-95,2009,3,"BLZ",15,9600
0,-90,2009,3,"BLZ",32,42900
10,-90,2009,3,"BLZ",9,8400
5,-85,2009,3,"BLZ",5,6000
0,-120,2010,3,"BLZ",26,30000
5,-120,2010,3,"BLZ",12,22500
5,-110,2010,3,"BLZ",0,10346
10,-110,2010,3,"BLZ",14,25500
0,-105,2010,3,"BLZ",42,31500
5,-105,2010,3,"BLZ",193,108375
10,-105,2010,3,"BLZ",22,42000
10,-100,2010,3,"BLZ",26,48600
5,-95,2010,3,"BLZ",93,37800
5,-90,2010,3,"BLZ",63,90450
10,-90,2010,3,"BLZ",37,27000
5,-85,2010,3,"BLZ",35,33000
5,-110,2011,3,"BLZ",176,35700
0,-105,2011,3,"BLZ",88,18000
5,-105,2011,3,"BLZ",397,51900
10,-105,2011,3,"BLZ",140,135300
5,-100,2011,3,"BLZ",116,42900
10,-100,2011,3,"BLZ",14,18250
5,-90,2011,3,"BLZ",236,30900
10,-90,2011,3,"BLZ",108,5600
-5,-115,2012,3,"BLZ",14,22500
0,-115,2012,3,"BLZ",86,106500
5,-115,2012,3,"BLZ",153,53850
5,-110,2012,3,"BLZ",178,144000
0,-105,2012,3,"BLZ",124,41850
5,-105,2012,3,"BLZ",102,45000
5,-95,2012,3,"BLZ",96,30000
0,-90,2012,3,"BLZ",65,183600
5,-90,2012,3,"BLZ",78,54000
10,-90,2012,3,"BLZ",55,61500
-5,-145,2013,3,"BLZ",87,2400
10,-115,2013,3,"BLZ",78,19200
0,-110,2013,3,"BLZ",0,46500
5,-110,2013,3,"BLZ",292,236550
10,-110,2013,3,"BLZ",22,30000
0,-105,2013,3,"BLZ",0,69450
5,-105,2013,3,"BLZ",236,72300
-20,-95,2013,3,"BLZ",1431,31900
0,-95,2013,3,"BLZ",47,55800
0,-90,2013,3,"BLZ",110,15000
10,-90,2013,3,"BLZ",0,10800
0,-120,2014,3,"BLZ",332,83700
0,-115,2014,3,"BLZ",6,46500
0,-110,2014,3,"BLZ",394,178650
0,-110,2015,3,"BLZ",490,86500
5,-110,2015,3,"BLZ",0,55000
0,-110,2016,3,"BLZ",72,61200
5,-110,2016,3,"BLZ",41,62400
5,-105,2016,3,"BLZ",0,2400
0,-110,2017,3,"BLZ",381,85200
5,-110,2017,3,"BLZ",74,34800
10,-110,2017,3,"BLZ",4,12000
10,-95,2017,3,"BLZ",0,4800
-10,-100,2020,3,"BLZ",293,16800
0,-120,2009,4,"BLZ",14,34800
0,-115,2009,4,"BLZ",9,3200
10,-115,2009,4,"BLZ",29,40200
0,-110,2009,4,"BLZ",15,25500
5,-110,2009,4,"BLZ",16,11200
10,-110,2009,4,"BLZ",0,28500
-5,-105,2009,4,"BLZ",11,26400
0,-105,2009,4,"BLZ",20,36000
10,-105,2009,4,"BLZ",48,84900
15,-105,2009,4,"BLZ",13,39600
0,-100,2009,4,"BLZ",7,19500
5,-100,2009,4,"BLZ",28,19500
0,-95,2009,4,"BLZ",8,41400
5,-85,2009,4,"BLZ",55,28500
5,-115,2010,4,"BLZ",76,48600
5,-110,2010,4,"BLZ",30,18046
0,-105,2010,4,"BLZ",114,67200
5,-105,2010,4,"BLZ",130,54900
10,-105,2010,4,"BLZ",21,31500
5,-100,2010,4,"BLZ",42,62550
10,-100,2010,4,"BLZ",71,98850
0,-90,2010,4,"BLZ",19,4050
5,-90,2010,4,"BLZ",53,67200
10,-90,2010,4,"BLZ",62,62550
-5,-110,2011,4,"BLZ",280,22500
0,-110,2011,4,"BLZ",46,9000
-5,-105,2011,4,"BLZ",184,31950
0,-105,2011,4,"BLZ",793,114300
5,-105,2011,4,"BLZ",47,27000
-5,-100,2011,4,"BLZ",61,7200
0,-100,2011,4,"BLZ",181,26850
5,-100,2011,4,"BLZ",36,4500
5,-90,2011,4,"BLZ",39,18000
10,-90,2011,4,"BLZ",4,1500
0,-120,2012,4,"BLZ",8,46500
-5,-115,2012,4,"BLZ",100,49500
0,-110,2012,4,"BLZ",199,156000
0,-105,2012,4,"BLZ",290,257700
0,-100,2012,4,"BLZ",119,40500
0,-90,2012,4,"BLZ",287,108000
5,-90,2012,4,"BLZ",36,94500
-5,-150,2013,4,"BLZ",80,2400
0,-115,2013,4,"BLZ",139,45000
5,-115,2013,4,"BLZ",0,21000
0,-110,2013,4,"BLZ",334,144000
0,-105,2013,4,"BLZ",439,478500
5,-95,2013,4,"BLZ",108,9000
0,-90,2013,4,"BLZ",338,155850
5,-90,2013,4,"BLZ",0,4800
-20,-85,2013,4,"BLZ",1188,29700
0,-115,2014,4,"BLZ",689,339000
0,-110,2014,4,"BLZ",110,180300
0,-110,2015,4,"BLZ",135,49300
0,-105,2015,4,"BLZ",78,9600
10,-105,2015,4,"BLZ",379,26400
0,-115,2016,4,"BLZ",0,28800
0,-110,2016,4,"BLZ",114,63200
0,-105,2016,4,"BLZ",87,22800
0,-110,2017,4,"BLZ",835,99600
0,-105,2017,4,"BLZ",134,19200
5,-95,2017,4,"BLZ",22,28800
10,-145,2009,5,"BLZ",6,28800
5,-130,2009,5,"BLZ",13,28800
5,-125,2009,5,"BLZ",12,12600
5,-120,2009,5,"BLZ",24,27000
10,-120,2009,5,"BLZ",9,2400
0,-115,2009,5,"BLZ",13,37200
0,-110,2009,5,"BLZ",17,43600
5,-110,2009,5,"BLZ",61,37500
15,-110,2009,5,"BLZ",3,19500
0,-105,2009,5,"BLZ",18,68400
10,-105,2009,5,"BLZ",12,36000
15,-105,2009,5,"BLZ",4,1800
0,-100,2009,5,"BLZ",70,47500
5,-100,2009,5,"BLZ",38,54900
10,-100,2009,5,"BLZ",14,36000
5,-95,2009,5,"BLZ",33,30000
5,-120,2010,5,"BLZ",62,33000
5,-115,2010,5,"BLZ",14,30000
0,-110,2010,5,"BLZ",73,24300
5,-110,2010,5,"BLZ",75,57384
0,-105,2010,5,"BLZ",76,22950
5,-105,2010,5,"BLZ",127,158250
5,-100,2010,5,"BLZ",48,19188
10,-100,2010,5,"BLZ",84,34200
0,-90,2010,5,"BLZ",21,36000
5,-90,2010,5,"BLZ",58,39900
10,-90,2010,5,"BLZ",12,15600
0,-85,2010,5,"BLZ",43,24000
5,-85,2010,5,"BLZ",41,28500
0,-120,2011,5,"BLZ",297,15600
10,-120,2011,5,"BLZ",34,9000
0,-115,2011,5,"BLZ",199,7500
0,-110,2011,5,"BLZ",555,56400
-5,-105,2011,5,"BLZ",144,37500
0,-105,2011,5,"BLZ",192,39600
10,-105,2011,5,"BLZ",14,19500
0,-100,2011,5,"BLZ",126,33300
5,-100,2011,5,"BLZ",57,6000
-5,-95,2011,5,"BLZ",83,10800
0,-90,2011,5,"BLZ",94,16650
10,-90,2011,5,"BLZ",78,27300
0,-115,2012,5,"BLZ",45,54000
0,-110,2012,5,"BLZ",128,139500
0,-105,2012,5,"BLZ",1131,349200
5,-105,2012,5,"BLZ",74,58500
0,-95,2012,5,"BLZ",54,16500
0,-90,2012,5,"BLZ",53,67500
10,-90,2012,5,"BLZ",5,46500
0,-85,2012,5,"BLZ",53,7500
0,-120,2013,5,"BLZ",301,102300
0,-110,2013,5,"BLZ",286,88350
5,-110,2013,5,"BLZ",74,54000
0,-105,2013,5,"BLZ",425,331200
5,-105,2013,5,"BLZ",244,22800
0,-100,2013,5,"BLZ",162,56250
-20,-85,2013,5,"BLZ",466,30800
0,-115,2014,5,"BLZ",471,111300
0,-110,2014,5,"BLZ",122,286500
0,-110,2015,5,"BLZ",647,120900
0,-115,2016,5,"BLZ",44,26400
0,-110,2016,5,"BLZ",208,84400
0,-105,2016,5,"BLZ",3,21600
0,-110,2017,5,"BLZ",448,140400
-20,-95,2020,5,"BLZ",296,21600
5,-120,2009,6,"BLZ",61,62500
5,-115,2009,6,"BLZ",7,21600
0,-110,2009,6,"BLZ",95,64400
5,-110,2009,6,"BLZ",108,72900
0,-105,2009,6,"BLZ",80,47200
5,-105,2009,6,"BLZ",20,27600
0,-100,2009,6,"BLZ",5,1500
10,-100,2009,6,"BLZ",90,41400
15,-100,2009,6,"BLZ",77,16200
5,-90,2009,6,"BLZ",31,31500
0,-120,2010,6,"BLZ",47,28500
0,-115,2010,6,"BLZ",86,24000
5,-115,2010,6,"BLZ",137,42200
10,-115,2010,6,"BLZ",60,61500
0,-110,2010,6,"BLZ",24,27000
5,-110,2010,6,"BLZ",0,9850
0,-105,2010,6,"BLZ",88,21600
5,-105,2010,6,"BLZ",12,28500
10,-105,2010,6,"BLZ",22,31500
0,-100,2010,6,"BLZ",113,30000
5,-100,2010,6,"BLZ",30,22950
0,-90,2010,6,"BLZ",40,43050
5,-90,2010,6,"BLZ",26,36000
0,-85,2010,6,"BLZ",12,23400
5,-85,2010,6,"BLZ",57,26040
0,-125,2011,6,"BLZ",324,14500
0,-120,2011,6,"BLZ",26,9000
-5,-115,2011,6,"BLZ",44,9000
0,-115,2011,6,"BLZ",116,16500
0,-110,2011,6,"BLZ",289,7200
0,-105,2011,6,"BLZ",136,35400
0,-100,2011,6,"BLZ",265,18000
5,-100,2011,6,"BLZ",86,23700
0,-95,2011,6,"BLZ",58,4500
5,-95,2011,6,"BLZ",10,21600
10,-95,2011,6,"BLZ",56,9000
0,-90,2011,6,"BLZ",306,24150
5,-90,2011,6,"BLZ",68,3000
10,-85,2011,6,"BLZ",9,25500
10,-115,2012,6,"BLZ",9,45000
-5,-105,2012,6,"BLZ",76,85500
0,-105,2012,6,"BLZ",701,363000
5,-105,2012,6,"BLZ",118,109500
0,-100,2012,6,"BLZ",19,40500
0,-90,2012,6,"BLZ",271,165840
0,-120,2013,6,"BLZ",115,90000
0,-110,2013,6,"BLZ",1164,625500
0,-85,2013,6,"BLZ",0,41400
-20,-80,2013,6,"BLZ",233,16500
0,-115,2014,6,"BLZ",615,154500
0,-110,2014,6,"BLZ",784,128400
-5,-110,2015,6,"BLZ",12,3600
0,-110,2015,6,"BLZ",740,75300
5,-105,2015,6,"BLZ",57,5500
0,-110,2016,6,"BLZ",9,57400
5,-110,2016,6,"BLZ",213,141200
5,-105,2016,6,"BLZ",100,29700
0,-110,2017,6,"BLZ",272,100800
-20,-95,2020,6,"BLZ",375,30000
0,-120,2009,7,"BLZ",56,46800
0,-115,2009,7,"BLZ",180,81000
5,-115,2009,7,"BLZ",47,56100
0,-110,2009,7,"BLZ",68,104800
5,-110,2009,7,"BLZ",77,58500
15,-110,2009,7,"BLZ",5,27000
0,-105,2009,7,"BLZ",57,48600
10,-105,2009,7,"BLZ",13,34200
5,-100,2009,7,"BLZ",26,33000
0,-95,2009,7,"BLZ",10,15400
0,-115,2010,7,"BLZ",37,34500
5,-115,2010,7,"BLZ",46,11360
10,-115,2010,7,"BLZ",9,28500
0,-110,2010,7,"BLZ",102,30000
0,-105,2010,7,"BLZ",244,136500
5,-105,2010,7,"BLZ",60,32400
0,-100,2010,7,"BLZ",135,52650
5,-90,2010,7,"BLZ",33,45000
0,-85,2010,7,"BLZ",6,16200
5,-85,2010,7,"BLZ",15,3000
0,-120,2011,7,"BLZ",269,87600
0,-115,2011,7,"BLZ",150,28500
0,-110,2011,7,"BLZ",338,38400
0,-105,2011,7,"BLZ",426,29600
0,-90,2011,7,"BLZ",35,3000
5,-90,2011,7,"BLZ",0,7200
10,-90,2011,7,"BLZ",83,2660
0,-85,2011,7,"BLZ",132,7440
5,-85,2011,7,"BLZ",9,28500
0,-110,2012,7,"BLZ",455,66750
-5,-105,2012,7,"BLZ",50,22500
0,-105,2012,7,"BLZ",1498,870300
10,-105,2012,7,"BLZ",9,46500
0,-90,2012,7,"BLZ",842,82500
0,-120,2013,7,"BLZ",135,46500
0,-115,2013,7,"BLZ",150,154500
-10,-110,2013,7,"BLZ",298,32400
0,-110,2013,7,"BLZ",22,413850
5,-110,2013,7,"BLZ",0,21000
-5,-105,2013,7,"BLZ",322,23400
0,-105,2013,7,"BLZ",0,25500
0,-90,2013,7,"BLZ",0,25500
-20,-85,2013,7,"BLZ",799,29700
0,-115,2014,7,"BLZ",508,86700
0,-110,2014,7,"BLZ",1153,102000
5,-105,2014,7,"BLZ",37,6000
0,-110,2015,7,"BLZ",759,104100
0,-110,2016,7,"BLZ",7,67800
5,-110,2016,7,"BLZ",158,139600
0,-115,2017,7,"BLZ",152,25200
5,-110,2017,7,"BLZ",66,117600
-20,-95,2020,7,"BLZ",608,30000
0,-125,2009,8,"BLZ",54,41400
10,-120,2009,8,"BLZ",9,39000
0,-115,2009,8,"BLZ",198,96750
10,-115,2009,8,"BLZ",47,72000
0,-110,2009,8,"BLZ",156,70500
5,-110,2009,8,"BLZ",39,37200
15,-110,2009,8,"BLZ",11,22500
10,-105,2009,8,"BLZ",55,48000
5,-100,2009,8,"BLZ",12,28800
5,-95,2009,8,"BLZ",27,33000
5,-85,2009,8,"BLZ",21,24000
0,-115,2010,8,"BLZ",151,66300
10,-115,2010,8,"BLZ",12,28500
0,-110,2010,8,"BLZ",97,22200
0,-105,2010,8,"BLZ",26,37500
5,-105,2010,8,"BLZ",20,71150
0,-100,2010,8,"BLZ",95,52500
5,-100,2010,8,"BLZ",54,30000
0,-95,2010,8,"BLZ",29,21600
5,-95,2010,8,"BLZ",27,24000
5,-90,2010,8,"BLZ",36,48600
0,-85,2010,8,"BLZ",29,21600
5,-85,2010,8,"BLZ",7,16200
-5,-125,2011,8,"BLZ",32,10150
0,-125,2011,8,"BLZ",123,5580
0,-120,2011,8,"BLZ",289,27000
-5,-115,2011,8,"BLZ",320,13200
0,-110,2011,8,"BLZ",441,37950
5,-110,2011,8,"BLZ",181,3600
5,-105,2011,8,"BLZ",19,5400
0,-100,2011,8,"BLZ",89,4500
10,-100,2011,8,"BLZ",12,27000
5,-90,2011,8,"BLZ",47,37200
10,-90,2011,8,"BLZ",15,5400
0,-110,2012,8,"BLZ",570,120600
-5,-105,2012,8,"BLZ",323,64220
0,-105,2012,8,"BLZ",294,250350
0,-100,2012,8,"BLZ",587,127800
5,-100,2012,8,"BLZ",224,45000
0,-95,2012,8,"BLZ",162,33000
0,-90,2012,8,"BLZ",51,37200
0,-85,2012,8,"BLZ",312,100500
5,-125,2013,8,"BLZ",34,19500
0,-120,2013,8,"BLZ",29,27000
-10,-110,2013,8,"BLZ",198,21600
-5,-105,2013,8,"BLZ",342,34200
0,-105,2013,8,"BLZ",91,83700
5,-105,2013,8,"BLZ",238,497550
10,-95,2013,8,"BLZ",45,15600
5,-90,2013,8,"BLZ",713,62100
-20,-85,2013,8,"BLZ",696,33000
0,-85,2013,8,"BLZ",0,7200
0,-120,2014,8,"BLZ",179,36000
0,-115,2014,8,"BLZ",30,52800
0,-110,2014,8,"BLZ",76,60000
5,-110,2014,8,"BLZ",31,26450
5,-105,2014,8,"BLZ",0,15600
0,-110,2015,8,"BLZ",346,115300
0,-105,2015,8,"BLZ",5,6000
5,-110,2016,8,"BLZ",83,82000
0,-105,2016,8,"BLZ",0,27600
5,-105,2016,8,"BLZ",20,42000
0,-110,2017,8,"BLZ",31,3600
5,-110,2017,8,"BLZ",46,103200
-15,-90,2020,8,"BLZ",241,9600
0,-125,2009,9,"BLZ",47,37800
0,-115,2009,9,"BLZ",6,5400
5,-115,2009,9,"BLZ",6,21600
0,-110,2009,9,"BLZ",13,25000
5,-110,2009,9,"BLZ",57,46800
10,-110,2009,9,"BLZ",13,45000
15,-110,2009,9,"BLZ",0,7500
0,-105,2009,9,"BLZ",151,68700
5,-105,2009,9,"BLZ",14,27000
10,-105,2009,9,"BLZ",6,11200
0,-100,2009,9,"BLZ",32,34200
5,-100,2009,9,"BLZ",52,21600
10,-100,2009,9,"BLZ",0,4200
5,-90,2009,9,"BLZ",2,6000
10,-90,2009,9,"BLZ",15,10500
0,-85,2009,9,"BLZ",5,33000
0,-115,2010,9,"BLZ",111,33000
0,-110,2010,9,"BLZ",22,25500
0,-105,2010,9,"BLZ",32,41850
5,-105,2010,9,"BLZ",269,274980
0,-100,2010,9,"BLZ",35,17550
5,-100,2010,9,"BLZ",58,53400
10,-100,2010,9,"BLZ",0,5648
5,-90,2010,9,"BLZ",44,34200
5,-85,2010,9,"BLZ",82,33300
0,-125,2011,9,"BLZ",180,8100
0,-110,2011,9,"BLZ",20,5400
5,-110,2011,9,"BLZ",82,11000
0,-105,2011,9,"BLZ",67,4500
5,-105,2011,9,"BLZ",388,28800
10,-105,2011,9,"BLZ",23,25500
0,-100,2011,9,"BLZ",97,51000
5,-95,2011,9,"BLZ",11,15680
0,-90,2011,9,"BLZ",12,9000
5,-90,2011,9,"BLZ",202,6300
10,-90,2011,9,"BLZ",10,4500
0,-110,2012,9,"BLZ",122,85500
0,-105,2012,9,"BLZ",561,384300
0,-100,2012,9,"BLZ",127,54000
5,-100,2012,9,"BLZ",129,24300
0,-90,2012,9,"BLZ",3,9000
5,-90,2012,9,"BLZ",101,36000
10,-90,2012,9,"BLZ",43,28800
-5,-130,2013,9,"BLZ",81,2400
-10,-115,2013,9,"BLZ",256,23400
0,-115,2013,9,"BLZ",30,45000
5,-115,2013,9,"BLZ",24,18000
-5,-110,2013,9,"BLZ",145,30600
0,-105,2013,9,"BLZ",105,333000
0,-100,2013,9,"BLZ",0,41850
0,-95,2013,9,"BLZ",0,45000
0,-90,2013,9,"BLZ",0,16200
5,-90,2013,9,"BLZ",0,18000
-15,-80,2013,9,"BLZ",572,24200
0,-115,2014,9,"BLZ",54,20700
0,-110,2014,9,"BLZ",90,25300
5,-110,2014,9,"BLZ",192,91950
5,-105,2014,9,"BLZ",22,49200
0,-110,2015,9,"BLZ",126,182800
5,-105,2015,9,"BLZ",0,12000
5,-110,2016,9,"BLZ",2,26400
10,-110,2016,9,"BLZ",49,77400
10,-105,2016,9,"BLZ",2,96000
5,-110,2017,9,"BLZ",0,26400
10,-110,2017,9,"BLZ",0,45600
10,-105,2017,9,"BLZ",56,42000
-30,-90,2019,9,"BLZ",93,18000
10,-120,2009,10,"BLZ",17,36000
0,-115,2009,10,"BLZ",43,43200
5,-115,2009,10,"BLZ",51,67800
10,-115,2009,10,"BLZ",8,14000
10,-110,2009,10,"BLZ",0,21000
0,-105,2009,10,"BLZ",29,43500
5,-105,2009,10,"BLZ",56,121350
10,-95,2009,10,"BLZ",7,31500
5,-90,2009,10,"BLZ",31,18000
0,-110,2010,10,"BLZ",27,18900
10,-110,2010,10,"BLZ",27,19500
5,-105,2010,10,"BLZ",67,40350
10,-105,2010,10,"BLZ",19,14500
5,-100,2010,10,"BLZ",140,55320
5,-95,2010,10,"BLZ",56,41100
10,-95,2010,10,"BLZ",31,18000
0,-90,2010,10,"BLZ",5,1350
5,-90,2010,10,"BLZ",4,13500
10,-90,2010,10,"BLZ",47,16500
5,-130,2011,10,"BLZ",0,22500
0,-125,2011,10,"BLZ",101,5400
0,-115,2011,10,"BLZ",86,18000
10,-115,2011,10,"BLZ",4,15000
5,-110,2011,10,"BLZ",58,31200
5,-105,2011,10,"BLZ",11,30000
10,-105,2011,10,"BLZ",52,10500
5,-100,2011,10,"BLZ",47,4500
5,-95,2011,10,"BLZ",0,2720
10,-95,2011,10,"BLZ",96,4500
5,-90,2011,10,"BLZ",260,22500
-5,-115,2012,10,"BLZ",5,25500
0,-115,2012,10,"BLZ",94,55800
0,-110,2012,10,"BLZ",80,117000
0,-105,2012,10,"BLZ",261,193500
5,-105,2012,10,"BLZ",151,59300
0,-100,2012,10,"BLZ",276,30000
5,-100,2012,10,"BLZ",76,18000
0,-90,2012,10,"BLZ",272,115950
-20,-135,2013,10,"BLZ",34,2400
-15,-130,2013,10,"BLZ",67,2400
0,-115,2013,10,"BLZ",280,41850
5,-115,2013,10,"BLZ",33,27000
0,-110,2013,10,"BLZ",390,248250
0,-105,2013,10,"BLZ",369,55800
0,-90,2013,10,"BLZ",0,20250
5,-90,2013,10,"BLZ",13,46500
-15,-80,2013,10,"BLZ",496,30800
5,-110,2014,10,"BLZ",77,116550
10,-110,2014,10,"BLZ",0,6900
10,-105,2014,10,"BLZ",288,57700
5,-110,2015,10,"BLZ",0,18000
10,-110,2015,10,"BLZ",88,26400
5,-105,2015,10,"BLZ",0,45600
5,-110,2016,10,"BLZ",3,27600
10,-110,2016,10,"BLZ",3,151900
10,-110,2017,10,"BLZ",0,138000
10,-105,2017,10,"BLZ",35,4800
-25,-95,2019,10,"BLZ",287,31200
-20,-95,2020,10,"BLZ",248,14440
0,-120,2009,11,"BLZ",2,42000
10,-120,2009,11,"BLZ",0,31800
5,-115,2009,11,"BLZ",15,23400
10,-115,2009,11,"BLZ",10,30000
10,-110,2009,11,"BLZ",49,77600
0,-105,2009,11,"BLZ",14,23400
5,-105,2009,11,"BLZ",67,65850
5,-100,2009,11,"BLZ",5,2000
10,-120,2010,11,"BLZ",41,12400
15,-120,2010,11,"BLZ",26,18000
5,-115,2010,11,"BLZ",23,19500
10,-115,2010,11,"BLZ",67,45600
10,-105,2010,11,"BLZ",9,18900
0,-100,2010,11,"BLZ",36,19800
10,-100,2010,11,"BLZ",58,68400
5,-90,2010,11,"BLZ",16,13500
10,-90,2010,11,"BLZ",13,10800
5,-85,2010,11,"BLZ",12,12000
0,-125,2011,11,"BLZ",111,56400
5,-110,2011,11,"BLZ",9,25500
0,-105,2011,11,"BLZ",119,9900
10,-105,2011,11,"BLZ",8,22500
10,-100,2011,11,"BLZ",83,12000
5,-90,2011,11,"BLZ",71,7500
10,-90,2011,11,"BLZ",43,15620
0,-120,2012,11,"BLZ",9,24000
0,-115,2012,11,"BLZ",123,97500
0,-110,2012,11,"BLZ",239,130500
0,-105,2012,11,"BLZ",165,37500
5,-105,2012,11,"BLZ",22,45000
0,-100,2012,11,"BLZ",330,36000
0,-95,2012,11,"BLZ",31,40500
5,-95,2012,11,"BLZ",0,14400
0,-90,2012,11,"BLZ",118,11200
-15,-130,2013,11,"BLZ",135,2400
5,-115,2013,11,"BLZ",45,16800
0,-110,2013,11,"BLZ",80,145200
