"lat","lon","year","month","fleet","catch","hooks"
-5,-120,1977,3,"JPN",46,359393
0,-120,1977,3,"JPN",67,94084
5,-120,1977,3,"JPN",12,51638
10,-120,1977,3,"JPN",5,2236
-15,-115,1977,3,"JPN",0,4567
-10,-115,1977,3,"JPN",33,192669
-5,-115,1977,3,"JPN",5,49686
0,-115,1977,3,"JPN",10,18283
5,-115,1977,3,"JPN",22,29816
15,-115,1977,3,"JPN",24,13603
20,-115,1977,3,"JPN",55,54475
-15,-110,1977,3,"JPN",21,60863
-10,-110,1977,3,"JPN",18,70409
-5,-110,1977,3,"JPN",7,82500
0,-110,1977,3,"JPN",15,24804
5,-110,1977,3,"JPN",9,10712
15,-110,1977,3,"JPN",29,25085
20,-110,1977,3,"JPN",30,29744
-15,-105,1977,3,"JPN",0,9622
-10,-105,1977,3,"JPN",8,43430
-5,-105,1977,3,"JPN",12,126498
0,-105,1977,3,"JPN",54,83408
5,-105,1977,3,"JPN",5,9360
15,-105,1977,3,"JPN",10,2288
-5,-100,1977,3,"JPN",37,185981
0,-100,1977,3,"JPN",179,254834
15,-100,1977,3,"JPN",0,2288
-5,-95,1977,3,"JPN",255,264531
0,-95,1977,3,"JPN",315,353144
5,-95,1977,3,"JPN",0,5013
10,-95,1977,3,"JPN",16,22672
-30,-90,1977,3,"JPN",16,17888
-20,-90,1977,3,"JPN",1,2236
-15,-90,1977,3,"JPN",14,13416
-5,-90,1977,3,"JPN",3,11700
0,-90,1977,3,"JPN",98,195899
5,-90,1977,3,"JPN",1,74339
10,-90,1977,3,"JPN",0,6781
-15,-85,1977,3,"JPN",7,6708
-5,-85,1977,3,"JPN",159,22932
0,-85,1977,3,"JPN",501,263290
0,-80,1977,3,"JPN",110,63319
-10,-150,1978,3,"JPN",4,8774
-5,-150,1978,3,"JPN",1,4548
0,-150,1978,3,"JPN",12,71639
5,-150,1978,3,"JPN",30,173695
25,-150,1978,3,"JPN",104,77877
30,-150,1978,3,"JPN",133,72687
-10,-145,1978,3,"JPN",5,29688
-5,-145,1978,3,"JPN",66,136631
0,-145,1978,3,"JPN",33,142568
5,-145,1978,3,"JPN",67,294191
10,-145,1978,3,"JPN",0,3058
20,-145,1978,3,"JPN",0,2216
25,-145,1978,3,"JPN",142,149381
30,-145,1978,3,"JPN",10,4574
-15,-140,1978,3,"JPN",2,8667
-10,-140,1978,3,"JPN",22,148126
-5,-140,1978,3,"JPN",81,159885
0,-140,1978,3,"JPN",280,609962
5,-140,1978,3,"JPN",117,899833
15,-140,1978,3,"JPN",5,43983
20,-140,1978,3,"JPN",0,21181
25,-140,1978,3,"JPN",12,38477
-15,-135,1978,3,"JPN",6,28751
-10,-135,1978,3,"JPN",42,334254
-5,-135,1978,3,"JPN",40,104419
0,-135,1978,3,"JPN",229,558027
5,-135,1978,3,"JPN",49,468005
15,-135,1978,3,"JPN",57,392516
20,-135,1978,3,"JPN",40,293590
25,-135,1978,3,"JPN",13,39086
-15,-130,1978,3,"JPN",50,235079
-10,-130,1978,3,"JPN",41,353387
-5,-130,1978,3,"JPN",36,93248
0,-130,1978,3,"JPN",37,164360
5,-130,1978,3,"JPN",12,222812
10,-130,1978,3,"JPN",0,2247
15,-130,1978,3,"JPN",1,28462
20,-130,1978,3,"JPN",6,36880
-15,-125,1978,3,"JPN",34,209634
-10,-125,1978,3,"JPN",60,362139
-5,-125,1978,3,"JPN",44,216127
0,-125,1978,3,"JPN",62,109389
5,-125,1978,3,"JPN",12,62238
-15,-120,1978,3,"JPN",12,95100
-10,-120,1978,3,"JPN",34,263323
-5,-120,1978,3,"JPN",13,130139
0,-120,1978,3,"JPN",37,87938
5,-120,1978,3,"JPN",4,42008
-15,-115,1978,3,"JPN",9,41599
-10,-115,1978,3,"JPN",20,185410
-5,-115,1978,3,"JPN",4,15312
0,-115,1978,3,"JPN",3,11588
5,-115,1978,3,"JPN",4,12305
-15,-110,1978,3,"JPN",6,16962
-10,-110,1978,3,"JPN",49,394944
-5,-110,1978,3,"JPN",15,24990
0,-110,1978,3,"JPN",15,28119
5,-110,1978,3,"JPN",9,29356
-15,-105,1978,3,"JPN",0,10336
-10,-105,1978,3,"JPN",1,74398
0,-105,1978,3,"JPN",3,2378
5,-105,1978,3,"JPN",1,10160
-15,-100,1978,3,"JPN",0,6591
-10,-100,1978,3,"JPN",0,2226
0,-100,1978,3,"JPN",0,11984
-15,-95,1978,3,"JPN",2,4280
-5,-95,1978,3,"JPN",0,2226
0,-95,1978,3,"JPN",5,20480
10,-95,1978,3,"JPN",45,56496
-15,-90,1978,3,"JPN",44,81748
-5,-90,1978,3,"JPN",282,219791
0,-90,1978,3,"JPN",127,81246
5,-90,1978,3,"JPN",0,10636
10,-90,1978,3,"JPN",3,14124
-25,-85,1978,3,"JPN",2,2889
-10,-85,1978,3,"JPN",1,2472
-5,-85,1978,3,"JPN",2077,1255744
0,-85,1978,3,"JPN",1108,716824
-10,-150,1979,3,"JPN",5,23888
-5,-150,1979,3,"JPN",13,35816
0,-150,1979,3,"JPN",27,159335
5,-150,1979,3,"JPN",51,408526
20,-150,1979,3,"JPN",2,9484
25,-150,1979,3,"JPN",83,198760
30,-150,1979,3,"JPN",1722,301693
-10,-145,1979,3,"JPN",10,36515
-5,-145,1979,3,"JPN",127,392585
0,-145,1979,3,"JPN",124,365893
5,-145,1979,3,"JPN",9,161841
10,-145,1979,3,"JPN",9,14175
15,-145,1979,3,"JPN",2,60186
20,-145,1979,3,"JPN",0,2835
25,-145,1979,3,"JPN",22,39662
30,-145,1979,3,"JPN",37,54994
-15,-140,1979,3,"JPN",0,2258
-10,-140,1979,3,"JPN",33,207050
-5,-140,1979,3,"JPN",132,432767
0,-140,1979,3,"JPN",27,96743
5,-140,1979,3,"JPN",13,142194
15,-140,1979,3,"JPN",9,85553
20,-140,1979,3,"JPN",8,40505
25,-140,1979,3,"JPN",8,21474
-15,-135,1979,3,"JPN",29,172501
-10,-135,1979,3,"JPN",95,904262
-5,-135,1979,3,"JPN",77,243149
0,-135,1979,3,"JPN",49,119488
5,-135,1979,3,"JPN",25,122628
10,-135,1979,3,"JPN",0,2205
15,-135,1979,3,"JPN",8,133980
20,-135,1979,3,"JPN",8,192157
25,-135,1979,3,"JPN",3,14175
-15,-130,1979,3,"JPN",138,605271
-10,-130,1979,3,"JPN",95,818685
-5,-130,1979,3,"JPN",23,112209
0,-130,1979,3,"JPN",30,71073
5,-130,1979,3,"JPN",5,45748
15,-130,1979,3,"JPN",0,2268
20,-130,1979,3,"JPN",0,18291
-15,-125,1979,3,"JPN",11,158577
-10,-125,1979,3,"JPN",48,631022
-5,-125,1979,3,"JPN",6,61888
0,-125,1979,3,"JPN",3,18150
5,-125,1979,3,"JPN",0,5146
-20,-120,1979,3,"JPN",1,2296
-15,-120,1979,3,"JPN",4,27720
-10,-120,1979,3,"JPN",39,393439
-5,-120,1979,3,"JPN",0,11996
0,-120,1979,3,"JPN",0,2205
-10,-115,1979,3,"JPN",12,123040
-5,-115,1979,3,"JPN",1,4410
-15,-110,1979,3,"JPN",0,4586
-10,-110,1979,3,"JPN",26,282519
-5,-110,1979,3,"JPN",2,6804
0,-110,1979,3,"JPN",5,9870
5,-110,1979,3,"JPN",1,4935
-10,-105,1979,3,"JPN",3,34401
-5,-105,1979,3,"JPN",0,4935
0,-105,1979,3,"JPN",10,14648
-15,-100,1979,3,"JPN",3,4200
-5,-100,1979,3,"JPN",69,355829
0,-100,1979,3,"JPN",150,305827
5,-100,1979,3,"JPN",3,9024
10,-100,1979,3,"JPN",0,2310
-15,-95,1979,3,"JPN",0,2100
-10,-95,1979,3,"JPN",0,4410
-5,-95,1979,3,"JPN",117,410320
0,-95,1979,3,"JPN",62,117831
5,-95,1979,3,"JPN",1,82273
10,-95,1979,3,"JPN",2,64680
-15,-90,1979,3,"JPN",89,310286
-5,-90,1979,3,"JPN",240,282207
0,-90,1979,3,"JPN",40,63147
-15,-85,1979,3,"JPN",4,13881
-10,-85,1979,3,"JPN",59,66633
-5,-85,1979,3,"JPN",1022,1096594
0,-85,1979,3,"JPN",67,118451
-15,-150,1980,3,"JPN",2,6480
-10,-150,1980,3,"JPN",53,275273
-5,-150,1980,3,"JPN",169,478289
0,-150,1980,3,"JPN",10,55875
5,-150,1980,3,"JPN",4,115254
15,-150,1980,3,"JPN",0,11772
20,-150,1980,3,"JPN",10,108562
25,-150,1980,3,"JPN",57,75788
30,-150,1980,3,"JPN",260,93996
-15,-145,1980,3,"JPN",2,30348
-10,-145,1980,3,"JPN",16,63591
-5,-145,1980,3,"JPN",119,388472
0,-145,1980,3,"JPN",62,394003
5,-145,1980,3,"JPN",7,148689
15,-145,1980,3,"JPN",1,21384
20,-145,1980,3,"JPN",1,7128
25,-145,1980,3,"JPN",3,27265
30,-145,1980,3,"JPN",3,9811
-15,-140,1980,3,"JPN",11,30132
-10,-140,1980,3,"JPN",16,37233
-5,-140,1980,3,"JPN",151,408646
0,-140,1980,3,"JPN",65,592518
5,-140,1980,3,"JPN",23,465367
20,-140,1980,3,"JPN",3,33242
-20,-135,1980,3,"JPN",23,23328
-15,-135,1980,3,"JPN",45,182088
-10,-135,1980,3,"JPN",4,72565
-5,-135,1980,3,"JPN",109,343737
0,-135,1980,3,"JPN",53,343296
5,-135,1980,3,"JPN",13,192707
-15,-130,1980,3,"JPN",27,176601
-10,-130,1980,3,"JPN",40,196378
-5,-130,1980,3,"JPN",41,163838
0,-130,1980,3,"JPN",20,178303
5,-130,1980,3,"JPN",5,36416
-15,-125,1980,3,"JPN",1,16200
-10,-125,1980,3,"JPN",37,369015
-5,-125,1980,3,"JPN",113,531187
0,-125,1980,3,"JPN",31,186336
5,-125,1980,3,"JPN",4,105253
-10,-120,1980,3,"JPN",101,901748
-5,-120,1980,3,"JPN",29,158099
0,-120,1980,3,"JPN",26,92675
5,-120,1980,3,"JPN",6,39960
-15,-115,1980,3,"JPN",1,2484
-10,-115,1980,3,"JPN",41,591740
-5,-115,1980,3,"JPN",10,55912
0,-115,1980,3,"JPN",2,2592
5,-115,1980,3,"JPN",2,4590
-15,-110,1980,3,"JPN",9,31763
-10,-110,1980,3,"JPN",34,299127
-5,-110,1980,3,"JPN",9,17215
0,-110,1980,3,"JPN",1,2376
-15,-105,1980,3,"JPN",4,13880
-10,-105,1980,3,"JPN",0,7096
0,-105,1980,3,"JPN",2,8073
-10,-100,1980,3,"JPN",0,8899
-5,-100,1980,3,"JPN",3,85059
0,-100,1980,3,"JPN",48,74104
0,-95,1980,3,"JPN",28,76744
-15,-90,1980,3,"JPN",40,121128
-10,-90,1980,3,"JPN",16,112320
-5,-90,1980,3,"JPN",467,430852
0,-90,1980,3,"JPN",441,487584
-15,-85,1980,3,"JPN",11,20868
-10,-85,1980,3,"JPN",49,243915
-5,-85,1980,3,"JPN",1030,1126481
0,-85,1980,3,"JPN",251,219798
-10,-150,1981,3,"JPN",0,8164
-5,-150,1981,3,"JPN",4,12941
0,-150,1981,3,"JPN",6,36873
5,-150,1981,3,"JPN",2,12903
15,-150,1981,3,"JPN",1,6324
20,-150,1981,3,"JPN",0,28662
25,-150,1981,3,"JPN",337,211475
30,-150,1981,3,"JPN",1329,279549
-10,-145,1981,3,"JPN",4,22338
-5,-145,1981,3,"JPN",155,366458
0,-145,1981,3,"JPN",3,52635
5,-145,1981,3,"JPN",19,30373
15,-145,1981,3,"JPN",0,12852
20,-145,1981,3,"JPN",2,40810
25,-145,1981,3,"JPN",11,43554
30,-145,1981,3,"JPN",22,36740
-10,-140,1981,3,"JPN",17,188301
-5,-140,1981,3,"JPN",1004,731092
0,-140,1981,3,"JPN",32,188325
5,-140,1981,3,"JPN",2,67631
15,-140,1981,3,"JPN",2,128816
20,-140,1981,3,"JPN",1,72949
25,-140,1981,3,"JPN",10,37332
30,-140,1981,3,"JPN",0,4080
-15,-135,1981,3,"JPN",2,4406
-10,-135,1981,3,"JPN",35,420159
-5,-135,1981,3,"JPN",464,1095595
0,-135,1981,3,"JPN",10,105262
5,-135,1981,3,"JPN",0,21777
15,-135,1981,3,"JPN",3,79866
20,-135,1981,3,"JPN",4,60150
-15,-130,1981,3,"JPN",13,38723
-10,-130,1981,3,"JPN",97,1150917
-5,-130,1981,3,"JPN",311,1200081
0,-130,1981,3,"JPN",6,77428
5,-130,1981,3,"JPN",0,39979
15,-130,1981,3,"JPN",0,7140
20,-130,1981,3,"JPN",0,9588
25,-130,1981,3,"JPN",1,2448
-15,-125,1981,3,"JPN",0,2448
-10,-125,1981,3,"JPN",106,862324
-5,-125,1981,3,"JPN",159,482796
0,-125,1981,3,"JPN",15,52418
5,-125,1981,3,"JPN",0,15351
15,-125,1981,3,"JPN",1,6426
20,-125,1981,3,"JPN",94,35700
25,-125,1981,3,"JPN",41,234335
-15,-120,1981,3,"JPN",8,68182
-10,-120,1981,3,"JPN",56,438699
-5,-120,1981,3,"JPN",53,309141
5,-120,1981,3,"JPN",0,2193
20,-120,1981,3,"JPN",88,39729
-15,-115,1981,3,"JPN",4,14300
-10,-115,1981,3,"JPN",25,249400
-5,-115,1981,3,"JPN",1,8784
-15,-110,1981,3,"JPN",1,6701
-10,-110,1981,3,"JPN",51,261886
-10,-105,1981,3,"JPN",0,16116
-5,-105,1981,3,"JPN",2,29345
0,-105,1981,3,"JPN",0,7497
5,-105,1981,3,"JPN",2,10812
-10,-100,1981,3,"JPN",0,4488
-5,-100,1981,3,"JPN",15,240609
0,-100,1981,3,"JPN",93,136384
0,-95,1981,3,"JPN",26,46002
-15,-90,1981,3,"JPN",8,13566
-10,-90,1981,3,"JPN",0,9098
-5,-90,1981,3,"JPN",13,19390
0,-90,1981,3,"JPN",5,4039
-10,-85,1981,3,"JPN",10,22713
-5,-85,1981,3,"JPN",190,281173
0,-85,1981,3,"JPN",1,14998
-5,-150,1982,3,"JPN",34,111815
0,-150,1982,3,"JPN",33,269750
5,-150,1982,3,"JPN",10,125193
20,-150,1982,3,"JPN",3,77226
25,-150,1982,3,"JPN",1,7852
30,-150,1982,3,"JPN",1041,228431
-10,-145,1982,3,"JPN",0,4897
-5,-145,1982,3,"JPN",181,434511
0,-145,1982,3,"JPN",61,431795
5,-145,1982,3,"JPN",2,120507
15,-145,1982,3,"JPN",0,12720
20,-145,1982,3,"JPN",0,22909
30,-145,1982,3,"JPN",91,33390
-10,-140,1982,3,"JPN",2,36338
-5,-140,1982,3,"JPN",22,117198
0,-140,1982,3,"JPN",105,750118
5,-140,1982,3,"JPN",5,239449
15,-140,1982,3,"JPN",1,86153
20,-140,1982,3,"JPN",0,85862
30,-140,1982,3,"JPN",41,11961
-15,-135,1982,3,"JPN",1,7155
-10,-135,1982,3,"JPN",25,273031
-5,-135,1982,3,"JPN",80,217300
0,-135,1982,3,"JPN",62,340450
5,-135,1982,3,"JPN",3,63558
15,-135,1982,3,"JPN",3,34641
20,-135,1982,3,"JPN",11,233730
-15,-130,1982,3,"JPN",10,88749
-10,-130,1982,3,"JPN",59,491256
-5,-130,1982,3,"JPN",74,299980
0,-130,1982,3,"JPN",6,86020
5,-130,1982,3,"JPN",3,89398
20,-130,1982,3,"JPN",2,17978
25,-130,1982,3,"JPN",21,265931
-15,-125,1982,3,"JPN",10,66274
-10,-125,1982,3,"JPN",11,205956
-5,-125,1982,3,"JPN",5,44213
0,-125,1982,3,"JPN",1,9540
5,-125,1982,3,"JPN",0,6519
20,-125,1982,3,"JPN",127,56021
25,-125,1982,3,"JPN",67,432639
-15,-120,1982,3,"JPN",6,33856
-10,-120,1982,3,"JPN",19,289928
-5,-120,1982,3,"JPN",3,36453
0,-120,1982,3,"JPN",3,14374
5,-120,1982,3,"JPN",0,6519
20,-120,1982,3,"JPN",94,105152
-15,-115,1982,3,"JPN",6,27560
-10,-115,1982,3,"JPN",91,442525
-5,-115,1982,3,"JPN",0,4664
0,-115,1982,3,"JPN",4,13992
15,-115,1982,3,"JPN",24,38308
20,-115,1982,3,"JPN",126,103825
-15,-110,1982,3,"JPN",14,45739
-10,-110,1982,3,"JPN",120,694816
-5,-110,1982,3,"JPN",0,1823
0,-110,1982,3,"JPN",6,16983
15,-110,1982,3,"JPN",5,6805
20,-110,1982,3,"JPN",257,100467
-10,-105,1982,3,"JPN",22,134340
-5,-105,1982,3,"JPN",3,76161
-5,-100,1982,3,"JPN",16,109138
0,-100,1982,3,"JPN",6,24677
-5,-95,1982,3,"JPN",6,42782
0,-95,1982,3,"JPN",0,13303
-15,-90,1982,3,"JPN",22,76850
-10,-90,1982,3,"JPN",1,2189
-5,-90,1982,3,"JPN",3,31694
0,-90,1982,3,"JPN",7,186054
5,-90,1982,3,"JPN",0,14628
-15,-85,1982,3,"JPN",1,2650
-10,-85,1982,3,"JPN",0,7844
-5,-85,1982,3,"JPN",223,256036
0,-85,1982,3,"JPN",76,70045
5,-85,1982,3,"JPN",2,65190
-5,-150,1983,3,"JPN",1,14946
0,-150,1983,3,"JPN",10,33049
15,-150,1983,3,"JPN",13,10261
20,-150,1983,3,"JPN",21,164917
25,-150,1983,3,"JPN",84,66857
30,-150,1983,3,"JPN",565,204437
-10,-145,1983,3,"JPN",0,2486
-5,-145,1983,3,"JPN",55,260607
0,-145,1983,3,"JPN",24,60399
5,-145,1983,3,"JPN",2,71773
15,-145,1983,3,"JPN",0,2565
20,-145,1983,3,"JPN",7,15137
25,-145,1983,3,"JPN",2,2597
30,-145,1983,3,"JPN",159,74185
-10,-140,1983,3,"JPN",3,48352
-5,-140,1983,3,"JPN",45,265023
0,-140,1983,3,"JPN",26,147669
5,-140,1983,3,"JPN",7,277847
15,-140,1983,3,"JPN",1,10059
20,-140,1983,3,"JPN",0,12942
25,-140,1983,3,"JPN",0,3434
30,-140,1983,3,"JPN",4,2544
-10,-135,1983,3,"JPN",11,61171
-5,-135,1983,3,"JPN",27,123101
0,-135,1983,3,"JPN",25,119845
5,-135,1983,3,"JPN",1,67097
15,-135,1983,3,"JPN",0,46976
20,-135,1983,3,"JPN",0,125715
25,-135,1983,3,"JPN",2,26012
-15,-130,1983,3,"JPN",3,13250
-10,-130,1983,3,"JPN",0,25346
-5,-130,1983,3,"JPN",42,84940
20,-130,1983,3,"JPN",0,15487
25,-130,1983,3,"JPN",0,2332
30,-130,1983,3,"JPN",0,2332
-10,-125,1983,3,"JPN",1,19366
-5,-125,1983,3,"JPN",30,98728
0,-125,1983,3,"JPN",3,5215
20,-125,1983,3,"JPN",0,2544
25,-125,1983,3,"JPN",12,138457
30,-125,1983,3,"JPN",0,13992
-15,-120,1983,3,"JPN",0,10600
-10,-120,1983,3,"JPN",0,12789
-5,-120,1983,3,"JPN",42,117964
0,-120,1983,3,"JPN",23,55179
25,-120,1983,3,"JPN",7,5491
-10,-115,1983,3,"JPN",0,18115
-5,-115,1983,3,"JPN",152,371594
0,-115,1983,3,"JPN",147,366117
10,-115,1983,3,"JPN",0,10203
20,-115,1983,3,"JPN",11,21221
25,-115,1983,3,"JPN",29,20151
-10,-110,1983,3,"JPN",17,81665
-5,-110,1983,3,"JPN",259,1115506
0,-110,1983,3,"JPN",104,270915
20,-110,1983,3,"JPN",123,55936
-15,-105,1983,3,"JPN",22,229368
-10,-105,1983,3,"JPN",70,254017
-5,-105,1983,3,"JPN",196,655244
0,-105,1983,3,"JPN",102,373374
10,-105,1983,3,"JPN",2,35404
-10,-100,1983,3,"JPN",22,89756
-5,-100,1983,3,"JPN",297,909140
0,-100,1983,3,"JPN",212,698649
10,-100,1983,3,"JPN",11,99852
-5,-95,1983,3,"JPN",6,25875
0,-95,1983,3,"JPN",0,2862
-15,-90,1983,3,"JPN",1,2671
-5,-90,1983,3,"JPN",99,157855
0,-90,1983,3,"JPN",88,183005
-15,-85,1983,3,"JPN",1,17130
-10,-85,1983,3,"JPN",42,53032
-5,-85,1983,3,"JPN",369,542060
0,-85,1983,3,"JPN",88,300535
-20,-80,1983,3,"JPN",4,7632
-10,-150,1984,3,"JPN",142,996488
-5,-150,1984,3,"JPN",163,767937
0,-150,1984,3,"JPN",2,49003
5,-150,1984,3,"JPN",4,100184
20,-150,1984,3,"JPN",0,2480
30,-150,1984,3,"JPN",194,100338
-10,-145,1984,3,"JPN",30,263058
-5,-145,1984,3,"JPN",81,631445
0,-145,1984,3,"JPN",0,4000
5,-145,1984,3,"JPN",1,21392
15,-145,1984,3,"JPN",0,31940
20,-145,1984,3,"JPN",0,35340
25,-145,1984,3,"JPN",0,2475
30,-145,1984,3,"JPN",344,138247
-15,-140,1984,3,"JPN",9,68744
-10,-140,1984,3,"JPN",77,647101
-5,-140,1984,3,"JPN",63,485746
0,-140,1984,3,"JPN",0,2535
5,-140,1984,3,"JPN",1,25395
15,-140,1984,3,"JPN",2,34370
20,-140,1984,3,"JPN",11,170520
25,-140,1984,3,"JPN",2,8120
30,-140,1984,3,"JPN",172,214596
-15,-135,1984,3,"JPN",14,176221
-10,-135,1984,3,"JPN",81,788196
-5,-135,1984,3,"JPN",19,143253
0,-135,1984,3,"JPN",2,5122
5,-135,1984,3,"JPN",0,9375
15,-135,1984,3,"JPN",5,82168
20,-135,1984,3,"JPN",3,137075
25,-135,1984,3,"JPN",1,14880
30,-135,1984,3,"JPN",120,199960
-15,-130,1984,3,"JPN",26,279664
-10,-130,1984,3,"JPN",8,293423
-5,-130,1984,3,"JPN",7,140735
15,-130,1984,3,"JPN",0,2470
20,-130,1984,3,"JPN",229,260730
25,-130,1984,3,"JPN",81,293310
30,-130,1984,3,"JPN",36,62730
-15,-125,1984,3,"JPN",12,207733
-10,-125,1984,3,"JPN",7,132913
-5,-125,1984,3,"JPN",3,51960
20,-125,1984,3,"JPN",46,14400
25,-125,1984,3,"JPN",0,20014
30,-125,1984,3,"JPN",2,8000
-15,-120,1984,3,"JPN",2,26865
-10,-120,1984,3,"JPN",3,31935
0,-120,1984,3,"JPN",1,4800
5,-120,1984,3,"JPN",1,2000
20,-120,1984,3,"JPN",80,31200
25,-120,1984,3,"JPN",8,2400
-15,-115,1984,3,"JPN",0,6145
-10,-115,1984,3,"JPN",1,18700
15,-115,1984,3,"JPN",31,12500
20,-115,1984,3,"JPN",164,91100
-15,-110,1984,3,"JPN",5,101952
-10,-110,1984,3,"JPN",6,83229
-5,-110,1984,3,"JPN",1,2420
0,-110,1984,3,"JPN",0,7250
-15,-105,1984,3,"JPN",6,113516
-10,-105,1984,3,"JPN",11,149006
-5,-105,1984,3,"JPN",5,235306
0,-105,1984,3,"JPN",1,27828
5,-105,1984,3,"JPN",1,6000
-15,-100,1984,3,"JPN",0,11867
-10,-100,1984,3,"JPN",0,5098
-5,-100,1984,3,"JPN",21,599285
0,-100,1984,3,"JPN",38,442755
5,-100,1984,3,"JPN",0,7200
-5,-95,1984,3,"JPN",0,2585
0,-95,1984,3,"JPN",5,21380
-15,-90,1984,3,"JPN",0,11873
-5,-90,1984,3,"JPN",0,36300
0,-90,1984,3,"JPN",0,56100
-15,-85,1984,3,"JPN",0,32798
-5,-85,1984,3,"JPN",0,6750
0,-85,1984,3,"JPN",2,82575
-10,-150,1985,3,"JPN",51,442102
-5,-150,1985,3,"JPN",61,211546
0,-150,1985,3,"JPN",37,209732
5,-150,1985,3,"JPN",10,272872
10,-150,1985,3,"JPN",1,2570
15,-150,1985,3,"JPN",6,43697
20,-150,1985,3,"JPN",0,28230
25,-150,1985,3,"JPN",0,2500
30,-150,1985,3,"JPN",642,143766
-10,-145,1985,3,"JPN",0,44189
-5,-145,1985,3,"JPN",102,351978
0,-145,1985,3,"JPN",8,77597
5,-145,1985,3,"JPN",3,34802
15,-145,1985,3,"JPN",1,40831
-10,-140,1985,3,"JPN",21,226186
-5,-140,1985,3,"JPN",111,426248
0,-140,1985,3,"JPN",24,148957
5,-140,1985,3,"JPN",2,63544
15,-140,1985,3,"JPN",10,151939
20,-140,1985,3,"JPN",0,41310
25,-140,1985,3,"JPN",1,16086
30,-140,1985,3,"JPN",59,38378
-15,-135,1985,3,"JPN",0,2380
-10,-135,1985,3,"JPN",60,509661
-5,-135,1985,3,"JPN",2,30510
0,-135,1985,3,"JPN",16,72073
5,-135,1985,3,"JPN",1,35338
15,-135,1985,3,"JPN",5,66866
20,-135,1985,3,"JPN",0,21420
25,-135,1985,3,"JPN",35,55514
30,-135,1985,3,"JPN",30,52475
-15,-130,1985,3,"JPN",3,29000
-10,-130,1985,3,"JPN",50,603724
-5,-130,1985,3,"JPN",9,34177
0,-130,1985,3,"JPN",15,46864
5,-130,1985,3,"JPN",3,57793
20,-130,1985,3,"JPN",5,95210
30,-130,1985,3,"JPN",13,10726
-15,-125,1985,3,"JPN",3,38780
-10,-125,1985,3,"JPN",42,530291
-5,-125,1985,3,"JPN",0,2244
0,-125,1985,3,"JPN",5,18839
5,-125,1985,3,"JPN",1,31579
25,-125,1985,3,"JPN",1,2646
-15,-120,1985,3,"JPN",1,11000
-10,-120,1985,3,"JPN",43,498149
-5,-120,1985,3,"JPN",0,5080
0,-120,1985,3,"JPN",2,57197
5,-120,1985,3,"JPN",2,57263
-15,-115,1985,3,"JPN",6,63855
-10,-115,1985,3,"JPN",24,245657
0,-115,1985,3,"JPN",3,39515
5,-115,1985,3,"JPN",10,64240
-10,-110,1985,3,"JPN",12,137906
0,-110,1985,3,"JPN",11,74806
5,-110,1985,3,"JPN",2,20660
-10,-105,1985,3,"JPN",2,10592
-5,-105,1985,3,"JPN",6,120704
0,-105,1985,3,"JPN",33,186894
5,-105,1985,3,"JPN",1,4976
-5,-100,1985,3,"JPN",14,200904
0,-100,1985,3,"JPN",66,159573
-5,-95,1985,3,"JPN",10,158881
0,-95,1985,3,"JPN",19,143830
-5,-90,1985,3,"JPN",2,33242
0,-90,1985,3,"JPN",2,38954
-5,-85,1985,3,"JPN",8,77704
0,-85,1985,3,"JPN",2,38064
-10,-150,1986,3,"JPN",4,46073
-5,-150,1986,3,"JPN",96,264623
0,-150,1986,3,"JPN",5,25344
5,-150,1986,3,"JPN",3,59060
20,-150,1986,3,"JPN",0,2943
25,-150,1986,3,"JPN",1,3015
30,-150,1986,3,"JPN",102,29780
-10,-145,1986,3,"JPN",6,45159
-5,-145,1986,3,"JPN",179,314869
0,-145,1986,3,"JPN",2,18746
20,-145,1986,3,"JPN",0,10593
30,-145,1986,3,"JPN",20,16264
-15,-140,1986,3,"JPN",1,5140
-10,-140,1986,3,"JPN",48,272658
-5,-140,1986,3,"JPN",210,460385
0,-140,1986,3,"JPN",0,14832
15,-140,1986,3,"JPN",0,6798
20,-140,1986,3,"JPN",0,18975
25,-140,1986,3,"JPN",3,17593
-15,-135,1986,3,"JPN",41,195019
-10,-135,1986,3,"JPN",83,802972
-5,-135,1986,3,"JPN",48,186588
0,-135,1986,3,"JPN",3,29458
5,-135,1986,3,"JPN",4,18746
15,-135,1986,3,"JPN",0,2987
20,-135,1986,3,"JPN",1,44043
25,-135,1986,3,"JPN",4,82485
-15,-130,1986,3,"JPN",42,411228
-10,-130,1986,3,"JPN",79,773961
-5,-130,1986,3,"JPN",19,55480
0,-130,1986,3,"JPN",1,8034
20,-130,1986,3,"JPN",0,29703
25,-130,1986,3,"JPN",81,572520
-15,-125,1986,3,"JPN",35,720961
-10,-125,1986,3,"JPN",115,950823
-5,-125,1986,3,"JPN",1,2678
20,-125,1986,3,"JPN",0,7062
25,-125,1986,3,"JPN",9,97700
-15,-120,1986,3,"JPN",36,543694
-10,-120,1986,3,"JPN",131,963631
-5,-120,1986,3,"JPN",50,55148
-15,-115,1986,3,"JPN",18,277796
-10,-115,1986,3,"JPN",114,684961
-5,-115,1986,3,"JPN",1,5356
-15,-110,1986,3,"JPN",56,483343
-10,-110,1986,3,"JPN",160,838400
20,-110,1986,3,"JPN",1095,123460
-15,-105,1986,3,"JPN",28,208618
-10,-105,1986,3,"JPN",49,323789
